"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50001471","2689756","White - Sparkling","8/13/2024","2024","8","13","750ml","Drank from my cellar","USD","80.65","80.65","0","USD","Tuesday risotto with Iris and Theo","OrderId:100000629","","Off-site Storage","","1001","Pascal Mazet Champagne Premier Cru Originel Brut","France, Champagne, Champagne Premier Cru","White","Sparkling","Champagne Blend","Champagne Blend","Originel Brut","Unknown","France","Champagne","Unknown","Champagne Premier Cru"
"50001472","4539441","Red","10/7/2022","2022","10","7","750ml","Drank from my cellar","USD","455.72","455.72","0","USD","book club Friday — October 2022","OrderId:100000630","","Home Cellar","25-C","2021","Joseph Drouhin Chambolle-Musigny 1er Cru Les Amoureuses","France, Burgundy, Côte de Nuits, Chambolle-Musigny 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru"
"50001473","2061850","Red","6/10/2024","2024","6","10","750ml","Gave away","USD","40.94","40.94","0","USD","Gift to the Nguyen family","OrderId:100000631","","Home Cellar","84-B","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001474","2061850","Red","5/8/2024","2024","5","8","750ml","Drank from my cellar","USD","40.94","40.94","0","USD","stir-fry with Sam and Iris and Theo","OrderId:100000631","","Home Cellar","53-D","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001475","3627530","Red","11/5/2022","2022","11","5","750ml","Drank from my cellar","USD","15.16","15.16","0","USD","slow-cooked short ribs with Sam and Iris and Theo and Mira","OrderId:500000086","","Kitchen","50-A","2017","Gérard Bertrand Languedoc Cap Insula","France, Languedoc Roussillon, Languedoc","Red","Dry","Red Rhone Blend","Red Rhone Blend","Cap Insula","Unknown","France","Languedoc Roussillon","Languedoc","Languedoc"
"50001476","3154108","Red","12/13/2024","2024","12","13","375ml","Drank from my cellar","USD","17.65","17.65","0","USD","roast chicken with Sam and Iris and Theo","OrderId:100000633","","Off-site Storage","32-D","2017","Rene Rostaing Côte-Rôtie Cuvée Classique Ampodium","France, Rhône, Northern Rhône, Côte-Rôtie","Red","Dry","Syrah","Syrah","Cuvée Classique Ampodium","Unknown","France","Rhône","Northern Rhône","Côte-Rôtie"
"50001477","7189","Red","4/27/2022","2022","4","27","750ml","Drank from my cellar","USD","102.65","102.65","0","USD","","OrderId:100000634","","Off-site Storage","75-C","1997","Pride Mountain Vineyards Reserve Claret","USA, California, North Coast, Napa / Sonoma","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Reserve Claret","Unknown","USA","California","North Coast","Napa / Sonoma"
"50001478","4884120","Red","6/2/2023","2023","6","2","750ml","Drank from my cellar","USD","192.73","192.73","0","USD","book club Friday — June 2023","OrderId:500000086","","Home Cellar","46-D","2022","Hubert Lignier Morey-Saint-Denis 1er Cru Vieilles Vignes","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50001479","4884120","Red","3/17/2024","2024","3","17","750ml","Drank from my cellar","USD","192.73","192.73","0","USD","Iris's birthday (2024)","OrderId:500000086","","Home Cellar","71-A","2022","Hubert Lignier Morey-Saint-Denis 1er Cru Vieilles Vignes","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50001480","5241287","Red","3/10/2025","2025","3","10","750ml","Drank from my cellar","USD","54.18","54.18","0","USD","tacos with Sam","OrderId:100000637","","Off-site Storage","40-E","2023","Hirsch Vineyards Pinot Noir San Andreas Fault","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","San Andreas Fault","Unknown","USA","California","Sonoma County","Sonoma Coast"
"50001481","3796351","White","2/7/2025","2025","2","7","750ml","Drank from my cellar","USD","23.96","23.96","0","USD","burgers with Sam","OrderId:100000638","","Home Cellar","30-D","2019","Domaine Servin Chablis 1er Cru Les Forêts","France, Burgundy, Chablis, Chablis 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Les Forêts","France","Burgundy","Chablis","Chablis 1er Cru"
"50001482","3916134","White","4/19/2023","2023","4","19","750ml","Drank from my cellar","USD","98.41","98.41","0","USD","roast chicken with Sam and Iris and Theo","OrderId:500000086","","Kitchen","","2020","Schäfer-Fröhlich Bockenauer Felseneck Riesling Großes Gewächs","Germany, Nahe","White","Dry","Riesling","Riesling","Großes Gewächs","Bockenauer Felseneck","Germany","Nahe","Unknown","Unknown"
"50001483","3811649","White","12/22/2025","2025","12","22","750ml","Drank from my cellar","USD","76.39","76.39","0","USD","Tuesday risotto with Sam and Iris and Theo","OrderId:500000085","","Home Cellar","05-E","2019","Maison Albert Bichot Chablis Grand Cru Les Clos Domaine Long-Depaquit","France, Burgundy, Chablis, Chablis Grand Cru","Red","Dry","Chardonnay","Chardonnay","Domaine Long-Depaquit","Les Clos","France","Burgundy","Chablis","Chablis Grand Cru"
"50001484","3811649","White","2/2/2024","2024","2","2","750ml","Drank from my cellar","USD","76.39","76.39","0","USD","book club Friday — February 2024","OrderId:500000085","","Home Cellar","65-F","2019","Maison Albert Bichot Chablis Grand Cru Les Clos Domaine Long-Depaquit","France, Burgundy, Chablis, Chablis Grand Cru","Red","Dry","Chardonnay","Chardonnay","Domaine Long-Depaquit","Les Clos","France","Burgundy","Chablis","Chablis Grand Cru"
"50001485","2323498","Red","11/4/2022","2022","11","4","750ml","Drank from my cellar","USD","143.50","143.50","0","USD","salad and leftovers with Sam","OrderId:500000084","","Off-site Storage","16-F","2013","Pride Mountain Vineyards Reserve Claret","USA, California, North Coast, Napa / Sonoma","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Reserve Claret","Unknown","USA","California","North Coast","Napa / Sonoma"
"50001486","2061850","Red","5/3/2024","2024","5","3","750ml","Drank from my cellar","USD","35.23","35.23","0","USD","book club Friday — May 2024","OrderId:100000645","","Home Cellar","63-A","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001487","5435678","White - Sparkling","12/13/2025","2025","12","13","750ml","Drank from my cellar","USD","67.98","67.98","0","USD","","OrderId:100000646","","Kitchen","04-D","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","White","Sparkling","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley"
"50001488","5435678","White - Sparkling","6/11/2023","2023","6","11","750ml","Drank from my cellar","USD","67.98","67.98","0","USD","slow-cooked short ribs with Sam and Iris and Theo and Kate and Josh","OrderId:100000646","","Home Cellar","37-E","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","White","Sparkling","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley"
"50001489","5435678","White - Sparkling","4/11/2022","2022","4","11","750ml","Drank from my cellar","USD","67.98","67.98","0","USD","burgers with Sam and Iris and Theo","OrderId:100000646","lightly scuffed label","Kitchen","84-E","1001","Kobayashi Winery Pinot Noir Nikko Celilo Vineyard","USA, Washington, Columbia Valley","White","Sparkling","Pinot Noir","Pinot Noir","Nikko","Celilo Vineyard","USA","Washington","Columbia Valley","Columbia Valley"
"50001490","2297872","Red","4/4/2025","2025","4","4","750ml","Drank from my cellar","USD","12.85","12.85","0","USD","book club Friday — April 2025","OrderId:500000085","","Off-site Storage","79-D","2010","The Eyrie Vineyards Pinot Noir Willamette Valley","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","Oregon","Willamette Valley","Willamette Valley"
"50001491","2018116","Red","2/26/2023","2023","2","26","750ml","Drank from my cellar","USD","69.90","69.90","0","USD","slow-cooked short ribs with Sam and Iris and Theo and Mira","OrderId:500000086","","Kitchen","17-E","2013","Domaine Stephane Magnien Clos Saint-Denis","France, Burgundy, Côte de Nuits, Clos Saint-Denis Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru"
"50001492","2018116","Red","2/10/2025","2025","2","10","750ml","Drank from my cellar","USD","69.90","69.90","0","USD","Tuesday risotto with Sam","OrderId:500000086","","Kitchen","92-F","2013","Domaine Stephane Magnien Clos Saint-Denis","France, Burgundy, Côte de Nuits, Clos Saint-Denis Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru"
"50001493","2018116","Red","12/13/2025","2025","12","13","750ml","Drank from my cellar","USD","69.90","69.90","0","USD","Saturday roast with Sam and Iris and Theo","OrderId:500000086","","Home Cellar","19-C","2013","Domaine Stephane Magnien Clos Saint-Denis","France, Burgundy, Côte de Nuits, Clos Saint-Denis Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru"
"50001494","2018116","Red","12/14/2022","2022","12","14","750ml","Drank from my cellar","USD","69.90","69.90","0","USD","weeknight pasta with Sam and Iris and Theo and book club","OrderId:500000086","","Kitchen","82-C","2013","Domaine Stephane Magnien Clos Saint-Denis","France, Burgundy, Côte de Nuits, Clos Saint-Denis Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos Saint-Denis Grand Cru"
"50001495","4672768","White - Sparkling","12/28/2023","2023","12","28","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","grilled salmon with Sam and Iris and Theo","OrderId:100000651","","Off-site Storage","96-C","1001","Billecart-Salmon Champagne Extra Brut Pinot Noir Rendez-Vous Cinq","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Extra Brut Pinot Noir Rendez-Vous Cinq","Unknown","France","Champagne","Unknown","Champagne"
"50001496","4672768","White - Sparkling","12/2/2022","2022","12","2","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","sheet-pan dinner with Sam and Iris and Theo","OrderId:100000651","","Off-site Storage","34-C","1001","Billecart-Salmon Champagne Extra Brut Pinot Noir Rendez-Vous Cinq","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Extra Brut Pinot Noir Rendez-Vous Cinq","Unknown","France","Champagne","Unknown","Champagne"
"50001497","4672768","White - Sparkling","7/12/2022","2022","7","12","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","Tuesday risotto with Sam and Iris and Theo","OrderId:100000651","","Home Cellar","43-C","1001","Billecart-Salmon Champagne Extra Brut Pinot Noir Rendez-Vous Cinq","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Extra Brut Pinot Noir Rendez-Vous Cinq","Unknown","France","Champagne","Unknown","Champagne"
"50001498","4672768","White - Sparkling","9/17/2023","2023","9","17","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","paella with Sam and Iris and Theo and book club","OrderId:100000651","","Kitchen","13-B","1001","Billecart-Salmon Champagne Extra Brut Pinot Noir Rendez-Vous Cinq","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Extra Brut Pinot Noir Rendez-Vous Cinq","Unknown","France","Champagne","Unknown","Champagne"
"50001499","4672768","White - Sparkling","1/2/2023","2023","1","2","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","","OrderId:100000651","","Home Cellar","50-B","1001","Billecart-Salmon Champagne Extra Brut Pinot Noir Rendez-Vous Cinq","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Extra Brut Pinot Noir Rendez-Vous Cinq","Unknown","France","Champagne","Unknown","Champagne"
"50001500","4240504","Red","1/10/2023","2023","1","10","750ml","Drank from my cellar","USD","93.29","93.29","0","USD","stir-fry with Sam","OrderId:500000084","","Home Cellar","04-D","2019","The Eyrie Vineyards Pinot Noir The Eyrie","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","The Eyrie","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"50001501","4240504","Red","5/25/2025","2025","5","25","750ml","Drank from my cellar","USD","93.29","93.29","0","USD","slow-cooked short ribs with Sam and Iris and Theo and the Nguyen family","OrderId:500000084","","Home Cellar","06-F","2019","The Eyrie Vineyards Pinot Noir The Eyrie","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","The Eyrie","Unknown","USA","Oregon","Willamette Valley","Dundee Hills"
"50001502","1730310","Red","1/3/2025","2025","1","3","750ml","Drank from my cellar","USD","45.69","45.69","0","USD","book club Friday — January 2025","OrderId:100000653","","Home Cellar","72-F","2011","Cameron Pinot Noir Cuvée Renee Abbey Ridge","USA, Oregon, Willamette Valley","Red","Dry","Pinot Noir","Pinot Noir","Cuvée Renee","Abbey Ridge","USA","Oregon","Willamette Valley","Willamette Valley"
"50001503","4632447","White","4/14/2023","2023","4","14","750ml","Drank from my cellar","USD","53.68","53.68","0","USD","weeknight pasta with Sam and Iris and Theo","OrderId:500000084","","Kitchen","19-F","2021","Patricia Green Cellars Chardonnay Estate","USA, Oregon, Willamette Valley, Ribbon Ridge","White","Dry","Chardonnay","Chardonnay","Estate","Unknown","USA","Oregon","Willamette Valley","Ribbon Ridge"
"50001504","5250297","White","5/11/2025","2025","5","11","750ml","Drank from my cellar","USD","30.48","30.48","0","USD","Sunday braise with Sam and Iris and Theo","OrderId:100000656","","Kitchen","41-C","2023","Camille Thiriet Bourgogne-Aligoté du Jardin","France, Burgundy, Bourgogne-Aligoté","White","Dry","Aligoté","Aligoté","du Jardin","Unknown","France","Burgundy","Unknown","Bourgogne-Aligoté"
"50001505","5002703","Red","10/6/2023","2023","10","6","750ml","Drank from my cellar","USD","48.58","48.58","0","USD","book club Friday — October 2023","OrderId:100000659","","Home Cellar","","2023","Patricia Green Cellars Pinot Noir Coury Clone Hyland Vineyard","USA, Oregon, Willamette Valley, McMinnville","Red","Dry","Pinot Noir","Pinot Noir","Coury Clone","Hyland Vineyard","USA","Oregon","Willamette Valley","McMinnville"
"50001506","5002703","Red","8/22/2023","2023","8","22","750ml","Drank from my cellar","USD","48.58","48.58","0","USD","","OrderId:100000659","","Home Cellar","55-F","2023","Patricia Green Cellars Pinot Noir Coury Clone Hyland Vineyard","USA, Oregon, Willamette Valley, McMinnville","Red","Dry","Pinot Noir","Pinot Noir","Coury Clone","Hyland Vineyard","USA","Oregon","Willamette Valley","McMinnville"
"50001507","689031","Red","6/2/2023","2023","6","2","750ml","Drank from my cellar","USD","179.20","179.20","0","USD","book club Friday — June 2023","OrderId:500000090","","Home Cellar","71-F","1974","Ridge Zinfandel Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Zinfandel","Zinfandel","Unknown","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001508","689031","Red","9/11/2022","2022","9","11","750ml","Drank from my cellar","USD","179.20","179.20","0","USD","book club Friday — August 2022","OrderId:500000090","","Home Cellar","","1974","Ridge Zinfandel Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Zinfandel","Zinfandel","Unknown","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001509","1423847","Red","10/7/2022","2022","10","7","750ml","Drank from my cellar","USD","77.64","77.64","0","USD","book club Friday — October 2022","OrderId:100000661","","Kitchen","54-C","2010","Williams Selyem Pinot Noir Burt Williams' Morning Dew Ranch","USA, California, North Coast, Anderson Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Burt Williams' Morning Dew Ranch","USA","California","North Coast","Anderson Valley"
"50001510","4436767","White","5/3/2024","2024","5","3","750ml","Drank from my cellar","USD","75.41","75.41","0","USD","book club Friday — May 2024","OrderId:100000662","","Home Cellar","61-F","2021","Labouré-Gontard Chablis","France, Burgundy, Chablis","White","Dry","Chardonnay","Chardonnay","Unknown","Unknown","France","Burgundy","Chablis","Chablis"
"50001511","3207890","Red","5/15/2024","2024","5","15","750ml","Drank from my cellar","USD","80.49","80.49","0","USD","salad and leftovers with Sam","OrderId:500000088","","Home Cellar","25-A","2018","Ridge Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50001512","3530266","Red","2/7/2025","2025","2","7","750ml","Drank from my cellar","USD","68.10","68.10","0","USD","","OrderId:100000666","","Home Cellar","54-A","2018","Domaine Henri Gouges Nuits-Saint-Georges","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges"
"50001513","3866409","White","6/13/2024","2024","6","13","750ml","Drank from my cellar","USD","76.87","76.87","0","USD","tacos with Sam and Iris and Theo","OrderId:500000089","","Home Cellar","12-D","2019","Domaine de Montille Meursault 1er Cru Les Porusots","France, Burgundy, Côte de Beaune, Meursault 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Les Porusots","France","Burgundy","Côte de Beaune","Meursault 1er Cru"
"50001514","3866409","White","3/24/2026","2026","3","24","750ml","Drank from my cellar","USD","76.87","76.87","0","USD","sheet-pan dinner with Sam and Iris and Theo","OrderId:500000089","","Kitchen","65-E","2019","Domaine de Montille Meursault 1er Cru Les Porusots","France, Burgundy, Côte de Beaune, Meursault 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Les Porusots","France","Burgundy","Côte de Beaune","Meursault 1er Cru"
"50001515","3866409","White","6/2/2023","2023","6","2","750ml","Drank from my cellar","USD","76.87","76.87","0","USD","tacos with Sam and Iris and Theo","OrderId:500000089","","Home Cellar","90-D","2019","Domaine de Montille Meursault 1er Cru Les Porusots","France, Burgundy, Côte de Beaune, Meursault 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Les Porusots","France","Burgundy","Côte de Beaune","Meursault 1er Cru"
"50001516","2744475","Red","12/10/2023","2023","12","10","1.5L","Drank from my cellar","USD","142.71","142.71","0","USD","","OrderId:500000089","","Kitchen","79-B","2015","Williams Selyem Pinot Noir Burt Williams' Morning Dew Ranch","USA, California, North Coast, Anderson Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Burt Williams' Morning Dew Ranch","USA","California","North Coast","Anderson Valley"
"50001517","4602399","White - Sparkling","11/14/2023","2023","11","14","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","salad and leftovers with Sam and Iris and Theo and Kate and Josh","OrderId:100000673","","Home Cellar","40-A","2018","Ultramarine Blanc de Blancs Keefer Ranch Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Sparkling","Chardonnay","Chardonnay","Blanc de Blancs","Keefer Ranch","USA","California","Sonoma County","Sonoma Coast"
"50001518","4602399","White - Sparkling","10/24/2022","2022","10","24","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","book club Friday — July 2023","OrderId:100000673","","Home Cellar","46-F","2018","Ultramarine Blanc de Blancs Keefer Ranch Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Sparkling","Chardonnay","Chardonnay","Blanc de Blancs","Keefer Ranch","USA","California","Sonoma County","Sonoma Coast"
"50001519","4602399","White - Sparkling","7/13/2023","2023","7","13","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","ramen with Sam and Iris and Theo","OrderId:100000673","","Kitchen","47-C","2018","Ultramarine Blanc de Blancs Keefer Ranch Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Sparkling","Chardonnay","Chardonnay","Blanc de Blancs","Keefer Ranch","USA","California","Sonoma County","Sonoma Coast"
"50001520","4602399","White - Sparkling","6/15/2022","2022","6","15","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","ramen with Sam and Iris and Theo","OrderId:100000673","","Kitchen","84-B","2018","Ultramarine Blanc de Blancs Keefer Ranch Sonoma Coast","USA, California, Sonoma County, Sonoma Coast","White","Sparkling","Chardonnay","Chardonnay","Blanc de Blancs","Keefer Ranch","USA","California","Sonoma County","Sonoma Coast"
"50001521","3796351","White","9/23/2023","2023","9","23","750ml","Drank from my cellar","USD","23.17","23.17","0","USD","duck breast with Sam and Kate and Josh","OrderId:500000088","","Home Cellar","14-E","2019","Domaine Servin Chablis 1er Cru Les Forêts","France, Burgundy, Chablis, Chablis 1er Cru","White","Dry","Chardonnay","Chardonnay","Unknown","Les Forêts","France","Burgundy","Chablis","Chablis 1er Cru"
"50001522","5473077","Red","4/3/2026","2026","4","3","750ml","Drank from my cellar","USD","92.46","92.46","0","USD","book club Friday — April 2026","OrderId:100000675","","Kitchen","08-E","2023","00 Wines Pinot Noir Stardance","USA, Oregon, Willamette Valley, Eola - Amity Hills","Red","Dry","Pinot Noir","Pinot Noir","Stardance","Unknown","USA","Oregon","Willamette Valley","Eola - Amity Hills"
"50001523","5473077","Red","7/4/2025","2025","7","4","750ml","Drank from my cellar","USD","92.46","92.46","0","USD","book club Friday — July 2025","OrderId:100000675","","Home Cellar","09-B","2023","00 Wines Pinot Noir Stardance","USA, Oregon, Willamette Valley, Eola - Amity Hills","Red","Dry","Pinot Noir","Pinot Noir","Stardance","Unknown","USA","Oregon","Willamette Valley","Eola - Amity Hills"
"50001524","4562077","Red","6/7/2024","2024","6","7","750ml","Drank from my cellar","USD","72.19","72.19","0","USD","book club Friday — June 2024","OrderId:500000088","","Off-site Storage","95-F","2021","Henri Jouan Morey-Saint-Denis 1er Cru Clos Sorbé Vieilles Vignes","France, Burgundy, Côte de Nuits, Morey-Saint-Denis 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Clos Sorbé","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru"
"50001525","3107062","Red","12/19/2025","2025","12","19","750ml","Drank from my cellar","USD","54.60","54.60","0","USD","weeknight pasta with Sam and Iris and Theo and Kate and Josh","OrderId:100000678","","Off-site Storage","69-D","2016","Cameron Pinot Noir Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50001526","4297846","Red","3/3/2024","2024","3","3","750ml","Drank from my cellar","USD","77.79","77.79","0","USD","","OrderId:500000090","","Kitchen","67-E","2021","Patricia Green Cellars Pinot Noir Mysterious","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mysterious","USA","Oregon","Willamette Valley","Dundee Hills"
"50001527","4297846","Red","11/8/2025","2025","11","8","750ml","Drank from my cellar","USD","77.79","77.79","0","USD","lamb chops with Sam","OrderId:500000090","","Home Cellar","73-A","2021","Patricia Green Cellars Pinot Noir Mysterious","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mysterious","USA","Oregon","Willamette Valley","Dundee Hills"
"50001528","4297846","Red","4/22/2026","2026","4","22","750ml","Drank from my cellar","USD","77.79","77.79","0","USD","","OrderId:500000090","","Home Cellar","69-D","2021","Patricia Green Cellars Pinot Noir Mysterious","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mysterious","USA","Oregon","Willamette Valley","Dundee Hills"
"50001529","4828037","White - Sparkling","1/14/2025","2025","1","14","1.5L","Drank from my cellar","USD","140.07","140.07","0","USD","burgers with Sam","OrderId:500000088","","Kitchen","79-B","2021","Bérêche et Fils Champagne Rive Gauche","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","Rive Gauche","Unknown","France","Champagne","Unknown","Champagne"
"50001530","4479861","Red","5/7/2024","2024","5","7","750ml","Drank from my cellar","USD","38.85","38.85","0","USD","ramen with Sam and Iris and Theo","OrderId:500000091","","Home Cellar","30-D","2021","Patricia Green Cellars Pinot Noir Wind Ridge Vineyard","USA, Oregon, Willamette Valley, Ribbon Ridge","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Wind Ridge Vineyard","USA","Oregon","Willamette Valley","Ribbon Ridge"
"50001531","4773754","Red","10/11/2025","2025","10","11","1.5L","Drank from my cellar","USD","449.58","449.58","0","USD","Theo's birthday (2025)","OrderId:100000688","","Kitchen","25-E","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"50001532","2428615","Red","10/2/2023","2023","10","2","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","tacos with Sam and Iris and Theo","OrderId:100000691","","Home Cellar","87-C","2014","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001533","2428615","Red","10/3/2022","2022","10","3","750ml","Drank from my cellar","USD","0.00","0.00","0","USD","weeknight pasta with Sam and Iris and Theo","OrderId:100000691","","Home Cellar","41-F","2014","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001534","5167591","White","5/11/2023","2023","5","11","750ml","Drank from my cellar","USD","66.44","66.44","0","USD","","OrderId:500000092","","Home Cellar","41-D","2022","Cameron Chardonnay Blanc Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","White","Dry","Chardonnay","Chardonnay","Blanc","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50001535","117690","Red","6/12/2023","2023","6","12","750ml","Drank from my cellar","USD","42.13","42.13","0","USD","","OrderId:500000092","","Kitchen","20-D","1996","J. Rochioli Pinot Noir Russian River Valley","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","USA","California","Sonoma County","Russian River Valley"
"50001536","2061850","Red","12/20/2025","2025","12","20","750ml","Drank from my cellar","USD","42.13","42.13","0","USD","","OrderId:500000091","","Home Cellar","20-F","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50001537","2061850","Red","8/26/2023","2023","8","26","750ml","Drank from my cellar","USD","42.13","42.13","0","USD","porchetta with Sam and Iris and Theo and Kate and Josh","OrderId:500000091","","Home Cellar","15-C","2013","Failla Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
