"iInventory","Pending","Barcode","WineBarcode","Price","Size","iWine","Type","Vintage","Wine","Producer","Varietal","Designation","Vineyard","Country","Region","SubRegion","Appellation","Note","StoreName","PurchaseDate","PurchaseNote","Location","Bin"
"200007504","0","0200007504","W4773754_750ml","245.98","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","4/16/2024","OrderId:100002690","Cellar Room","73-F"
"200007505","0","0200007505","W4773754_750ml","245.98","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","4/16/2024","OrderId:100002690","Cellar Room","05-D"
"200007506","0","0200007506","W4773754_750ml","245.98","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Zachys","4/16/2024","OrderId:100002690","Off-site Storage","99-E"
"200007507","0","0200007507","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Cellar Room",""
"200007508","0","0200007508","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Off-site Storage","69-D"
"200007509","0","0200007509","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Off-site Storage","30-C"
"200007510","0","0200007510","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Cellar Room","04-D"
"200007511","0","0200007511","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Kitchen Cooler","75-F"
"200007512","0","0200007512","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Cellar Room","24-E"
"200007515","0","0200007515","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Off-site Storage","76-C"
"200007516","0","0200007516","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Cellar Room","37-A"
"200007517","0","0200007517","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Cellar Room","66-A"
"200007518","0","0200007518","W5011145_750ml","107.40","750ml","5011145","Rosé - Sparkling","2019","Ultramarine Sparkling Rosé Hirsch Vineyard","Ultramarine","Pinot Noir","Sparkling Rosé","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast","","Storyteller","4/3/2024","OrderId:100002691","Cellar Room",""
"200007519","0","0200007519","W3965713_1.5L","138.62","1.5L","3965713","Red","2019","Beaux Frères Pinot Noir Star Mooring Chehalem Mountains","Beaux Frères","Pinot Noir","Star Mooring","Unknown","USA","Oregon","Willamette Valley","Chehalem Mountains","slightly depressed cork","Hart Davis Hart","5/21/2024","OrderId:100002692","Kitchen Cooler","63-B"
"200007520","0","0200007520","W3965713_1.5L","138.62","1.5L","3965713","Red","2019","Beaux Frères Pinot Noir Star Mooring Chehalem Mountains","Beaux Frères","Pinot Noir","Star Mooring","Unknown","USA","Oregon","Willamette Valley","Chehalem Mountains","","Hart Davis Hart","5/21/2024","OrderId:100002692","Cellar Room",""
"200007522","0","0200007522","W523883_750ml","636.12","750ml","523883","Red","1964","Giacomo Conterno Barolo Riserva","Giacomo Conterno","Nebbiolo","Riserva","Unknown","Italy","Piedmont","Langhe","Barolo","","K&L Auctions","5/20/2024","OrderId:100002693","Cellar Room",""
"200007524","0","0200007524","W5697859_750ml","40.05","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","K&L Auctions","5/9/2024","OrderId:100002694","Cellar Room","51-F"
"200007525","0","0200007525","W5697859_750ml","40.05","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","K&L Auctions","5/9/2024","OrderId:100002694","Off-site Storage","80-F"
"200007526","0","0200007526","W5697859_750ml","40.05","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","K&L Auctions","5/9/2024","OrderId:100002694","Off-site Storage","22-C"
"200007527","0","0200007527","W5697859_750ml","40.05","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","K&L Auctions","5/9/2024","OrderId:100002694","Cellar Room","22-D"
"200007528","0","0200007528","W5697859_750ml","40.05","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","K&L Auctions","5/9/2024","OrderId:100002694","Cellar Room","68-A"
"200007529","0","0200007529","W5697859_750ml","44.90","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","WineBid","5/11/2024","OrderId:100002695","Kitchen Cooler","20-C"
"200007530","0","0200007530","W5271154_750ml","21.92","750ml","5271154","White","2023","Sandlands Chenin Blanc Amador County","Sandlands","Chenin Blanc","Unknown","Unknown","USA","California","Sierra Foothills","Amador County","","Wally's","5/11/2024","OrderId:100002696","Kitchen Cooler","80-F"
"200007532","0","0200007532","W1964263_750ml","1118.07","750ml","1964263","Red","2013","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin 1er Cru Clos St. Jacques","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru","","Mailing List","5/9/2024","OrderId:100002697","Kitchen Cooler","85-A"
"200007533","0","0200007533","W4215292_1.5L","1028.39","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Hart Davis Hart","5/3/2024","OrderId:100002698","Cellar Room","91-E"
"200007534","0","0200007534","W4215292_1.5L","1028.39","1.5L","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","Hart Davis Hart","5/3/2024","OrderId:100002698","Cellar Room","05-E"
"200007535","0","0200007535","W3037330_1.5L","209.30","1.5L","3037330","Red","2017","Joseph Drouhin Beaune 1er Cru Clos des Mouches Rouge","Joseph Drouhin","Pinot Noir","Rouge","Clos des Mouches","France","Burgundy","Côte de Beaune","Beaune 1er Cru","","Chambers Street","5/27/2024","OrderId:100002699","Cellar Room","31-A"
"200007536","0","0200007536","W5113119_750ml","135.17","750ml","5113119","White","2023","Vincent Dauvissat (René & Vincent) Chablis 1er Cru La Forest","Vincent Dauvissat (René & Vincent)","Chardonnay","Unknown","La Forest","France","Burgundy","Chablis","Chablis 1er Cru","","K&L Wine Merchants","5/25/2024","OrderId:100002700","Kitchen Cooler","72-C"
"200007537","0","0200007537","W5202195_750ml","1372.17","750ml","5202195","Red","2023","Jacques-Frédéric Mugnier Chambolle-Musigny 1er Cru Les Amoureuses","Jacques-Frédéric Mugnier","Pinot Noir","Unknown","Les Amoureuses","France","Burgundy","Côte de Nuits","Chambolle-Musigny 1er Cru","","Zachys","5/7/2024","OrderId:100002701","Off-site Storage","73-E"
"200007538","0","0200007538","W28520_750ml","477.66","750ml","28520","Red","1999","Giacomo Conterno Barolo Cascina Francia","Giacomo Conterno","Nebbiolo","Unknown","Cascina Francia","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/25/2024","OrderId:100002702","Kitchen Cooler","70-F"
"200007539","0","0200007539","W28520_750ml","477.66","750ml","28520","Red","1999","Giacomo Conterno Barolo Cascina Francia","Giacomo Conterno","Nebbiolo","Unknown","Cascina Francia","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/25/2024","OrderId:100002702","Off-site Storage","35-F"
"200007540","0","0200007540","W4828868_750ml","80.39","750ml","4828868","Red","2020","Nervi-Conterno Gattinara Vigna Molsino","Nervi-Conterno","Nebbiolo","Unknown","Vigna Molsino","Italy","Piedmont","Northern Piedmont","Gattinara","","Zachys","5/12/2024","OrderId:100002703","Cellar Room","47-E"
"200007541","0","0200007541","W650748_750ml","235.99","750ml","650748","Red","2007","Domaine Michel Lafarge Volnay 1er Cru Clos des Chênes","Domaine Michel Lafarge","Pinot Noir","Unknown","Clos des Chênes","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","5/17/2024","OrderId:100002704","Cellar Room","67-A"
"200007542","0","0200007542","W650748_750ml","235.99","750ml","650748","Red","2007","Domaine Michel Lafarge Volnay 1er Cru Clos des Chênes","Domaine Michel Lafarge","Pinot Noir","Unknown","Clos des Chênes","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","5/17/2024","OrderId:100002704","Kitchen Cooler","22-F"
"200007543","0","0200007543","W650748_750ml","235.99","750ml","650748","Red","2007","Domaine Michel Lafarge Volnay 1er Cru Clos des Chênes","Domaine Michel Lafarge","Pinot Noir","Unknown","Clos des Chênes","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","5/17/2024","OrderId:100002704","Cellar Room","37-F"
"200007544","0","0200007544","W3530271_1.5L","165.80","1.5L","3530271","Red","2018","Hubert Lignier Gevrey-Chambertin Regnard","Hubert Lignier","Pinot Noir","Unknown","Regnard","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Hart Davis Hart","5/6/2024","OrderId:100002705","Kitchen Cooler","96-C"
"200007545","0","0200007545","W3530271_1.5L","165.80","1.5L","3530271","Red","2018","Hubert Lignier Gevrey-Chambertin Regnard","Hubert Lignier","Pinot Noir","Unknown","Regnard","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","nicked capsule","Hart Davis Hart","5/6/2024","OrderId:100002705","Cellar Room",""
"200007547","0","0200007547","W3530276_750ml","104.96","750ml","3530276","Red","2018","Hubert Lignier Morey-Saint-Denis 1er Cru Les Chaffots","Hubert Lignier","Pinot Noir","Unknown","Les Chaffots","France","Burgundy","Côte de Nuits","Morey-Saint-Denis 1er Cru","top-shoulder fill","Acker Merrall","5/16/2024","OrderId:100002706","Off-site Storage","36-E"
"200007549","0","0200007549","W3938824_1.5L","167.56","1.5L","3938824","Red","2018","Giacomo Conterno Barolo Francia","Giacomo Conterno","Nebbiolo","Unknown","Francia","Italy","Piedmont","Langhe","Barolo","","Chambers Street","5/17/2024","OrderId:100002707","Cellar Room","88-C"
"200007550","0","0200007550","W5045097_750ml","74.04","750ml","5045097","Red","2023","Bartolo Mascarello Langhe Nebbiolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","signs of past seepage","Spectrum Wine Auctions","5/3/2024","OrderId:100002708","Cellar Room","60-D"
"200007551","0","0200007551","W5045097_750ml","74.04","750ml","5045097","Red","2023","Bartolo Mascarello Langhe Nebbiolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","slightly depressed cork","Spectrum Wine Auctions","5/3/2024","OrderId:100002708","Off-site Storage","10-E"
"200007552","0","0200007552","W5045097_750ml","74.04","750ml","5045097","Red","2023","Bartolo Mascarello Langhe Nebbiolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","signs of past seepage","Spectrum Wine Auctions","5/3/2024","OrderId:100002708","Kitchen Cooler",""
"200007553","0","0200007553","W5045097_750ml","74.04","750ml","5045097","Red","2023","Bartolo Mascarello Langhe Nebbiolo","Bartolo Mascarello","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC","bin-soiled label","Spectrum Wine Auctions","5/3/2024","OrderId:100002708","Cellar Room","03-D"
"200007554","0","0200007554","W4856136_750ml","113.98","750ml","4856136","Red","2021","Domaine Méo-Camuzet Gevrey-Chambertin","Domaine Méo-Camuzet","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin","","Wally's","5/19/2024","OrderId:100002709","Kitchen Cooler","06-A"
"200007555","0","0200007555","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/11/2024","OrderId:100002710","Off-site Storage","10-C"
"200007556","0","0200007556","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/11/2024","OrderId:100002710","Cellar Room","47-D"
"200007557","0","0200007557","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/11/2024","OrderId:100002710","Kitchen Cooler","05-C"
"200007558","0","0200007558","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/11/2024","OrderId:100002710","Cellar Room","91-A"
"200007559","0","0200007559","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","slightly depressed cork","Acker Merrall","5/11/2024","OrderId:100002710","Cellar Room","02-F"
"200007560","0","0200007560","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/11/2024","OrderId:100002710","Cellar Room","54-A"
"200007561","0","0200007561","W3717786_750ml","95.11","750ml","3717786","Red","2018","Vietti Barolo Castiglione","Vietti","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo","","Acker Merrall","5/11/2024","OrderId:100002710","Cellar Room","76-D"
"200007562","0","0200007562","W4702986_750ml","118.54","750ml","4702986","White","2022","Paul Pernot et ses Fils Puligny-Montrachet 1er Cru Folatières","Paul Pernot et ses Fils","Chardonnay","Unknown","Folatières","France","Burgundy","Côte de Beaune","Puligny-Montrachet 1er Cru","","Spectrum Wine Auctions","5/23/2024","OrderId:100002711","Kitchen Cooler","40-E"
"200007563","0","0200007563","W4702986_750ml","118.54","750ml","4702986","White","2022","Paul Pernot et ses Fils Puligny-Montrachet 1er Cru Folatières","Paul Pernot et ses Fils","Chardonnay","Unknown","Folatières","France","Burgundy","Côte de Beaune","Puligny-Montrachet 1er Cru","","Spectrum Wine Auctions","5/23/2024","OrderId:100002711","Off-site Storage","28-C"
"200007564","0","0200007564","W4702986_750ml","118.54","750ml","4702986","White","2022","Paul Pernot et ses Fils Puligny-Montrachet 1er Cru Folatières","Paul Pernot et ses Fils","Chardonnay","Unknown","Folatières","France","Burgundy","Côte de Beaune","Puligny-Montrachet 1er Cru","","Spectrum Wine Auctions","5/23/2024","OrderId:100002711","Cellar Room",""
"200007565","0","0200007565","W4702986_750ml","118.54","750ml","4702986","White","2022","Paul Pernot et ses Fils Puligny-Montrachet 1er Cru Folatières","Paul Pernot et ses Fils","Chardonnay","Unknown","Folatières","France","Burgundy","Côte de Beaune","Puligny-Montrachet 1er Cru","","Spectrum Wine Auctions","5/23/2024","OrderId:100002711","Cellar Room","92-F"
"200007566","0","0200007566","W4702986_750ml","118.54","750ml","4702986","White","2022","Paul Pernot et ses Fils Puligny-Montrachet 1er Cru Folatières","Paul Pernot et ses Fils","Chardonnay","Unknown","Folatières","France","Burgundy","Côte de Beaune","Puligny-Montrachet 1er Cru","","Spectrum Wine Auctions","5/23/2024","OrderId:100002711","Off-site Storage","37-C"
"200007567","0","0200007567","W5697859_750ml","4.60","750ml","5697859","White","2024","Domaine Dupont-Fahn Bourgogne Blanc Chaumes des Perrières","Domaine Dupont-Fahn","Chardonnay","Unknown","Chaumes des Perrières","France","Burgundy","Unknown","Bourgogne Blanc","","Spectrum Wine Auctions","5/3/2024","OrderId:100002712","Cellar Room","07-E"
"200007568","0","0200007568","W28520_750ml","454.84","750ml","28520","Red","1999","Giacomo Conterno Barolo Cascina Francia","Giacomo Conterno","Nebbiolo","Unknown","Cascina Francia","Italy","Piedmont","Langhe","Barolo","","WineBid","5/10/2024","OrderId:100002713","Kitchen Cooler","51-B"
"200007570","0","0200007570","W3239417_750ml","101.33","750ml","3239417","Red","2018","Castello di Volpaia Chianti Classico Riserva","Castello di Volpaia","Sangiovese Blend","Riserva","Unknown","Italy","Tuscany","Chianti","Chianti Classico DOCG","","Chambers Street","5/17/2024","OrderId:100002714","Cellar Room",""
"200007572","0","0200007572","W4773754_750ml","240.16","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","Spectrum Wine Auctions","6/15/2024","OrderId:100002715","Cellar Room","36-F"
"200007573","0","0200007573","W3748580_750ml","51.04","750ml","3748580","Red","2017","Nervi-Conterno Gattinara","Nervi-Conterno","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara","","Wally's","6/23/2024","OrderId:100002716","Off-site Storage","26-A"
"200007574","0","0200007574","W3748580_750ml","51.04","750ml","3748580","Red","2017","Nervi-Conterno Gattinara","Nervi-Conterno","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara","","Wally's","6/23/2024","OrderId:100002716","Cellar Room","53-A"
"200007576","0","0200007576","W4215292_750ml","519.17","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","K&L Auctions","6/22/2024","OrderId:100002717","Off-site Storage","36-A"
"200007578","0","0200007578","W4215292_750ml","519.17","750ml","4215292","Red","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","Domaine Armand Rousseau Père et Fils","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru","","K&L Auctions","6/22/2024","OrderId:100002717","Off-site Storage","86-D"
"200007579","0","0200007579","W5271154_750ml","23.32","750ml","5271154","White","2023","Sandlands Chenin Blanc Amador County","Sandlands","Chenin Blanc","Unknown","Unknown","USA","California","Sierra Foothills","Amador County","bin-soiled label","Spectrum Wine Auctions","6/15/2024","OrderId:100002718","Kitchen Cooler","42-F"
"200007580","0","0200007580","W5271154_750ml","23.32","750ml","5271154","White","2023","Sandlands Chenin Blanc Amador County","Sandlands","Chenin Blanc","Unknown","Unknown","USA","California","Sierra Foothills","Amador County","lightly scuffed label","Spectrum Wine Auctions","6/15/2024","OrderId:100002718","Cellar Room","95-C"
"200007581","0","0200007581","W4386795_750ml","95.80","750ml","4386795","Red","2017","Roagna Barolo Pira","Roagna","Nebbiolo","Unknown","Pira","Italy","Piedmont","Langhe","Barolo","","Storyteller","6/27/2024","OrderId:100002719","Cellar Room","70-D"
"200007583","0","0200007583","W1544203_750ml","222.29","750ml","1544203","Red","2011","Domaine Michel Lafarge Volnay 1er Cru Clos du Château des Ducs","Domaine Michel Lafarge","Pinot Noir","Unknown","Clos du Château des Ducs","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Zachys","6/13/2024","OrderId:100002721","Off-site Storage","31-D"
"200007584","0","0200007584","W4773754_750ml","232.54","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","K&L Wine Merchants","6/10/2024","OrderId:100002722","Cellar Room","60-A"
"200007585","0","0200007585","W4773754_750ml","232.54","750ml","4773754","Red","2022","Cecile Tremblay Vosne-Romanée Vieilles Vignes","Cecile Tremblay","Pinot Noir","Vieilles Vignes","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée","","K&L Wine Merchants","6/10/2024","OrderId:100002722","Cellar Room","63-C"
"200007586","0","0200007586","W4828868_750ml","98.17","750ml","4828868","Red","2020","Nervi-Conterno Gattinara Vigna Molsino","Nervi-Conterno","Nebbiolo","Unknown","Vigna Molsino","Italy","Piedmont","Northern Piedmont","Gattinara","","Acker Merrall","6/11/2024","OrderId:100002723","Cellar Room",""
"200007588","0","0200007588","W4828868_750ml","98.17","750ml","4828868","Red","2020","Nervi-Conterno Gattinara Vigna Molsino","Nervi-Conterno","Nebbiolo","Unknown","Vigna Molsino","Italy","Piedmont","Northern Piedmont","Gattinara","bin-soiled label","Acker Merrall","6/11/2024","OrderId:100002723","Off-site Storage","48-A"
"200007589","0","0200007589","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Off-site Storage","29-C"
"200007590","0","0200007590","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room",""
"200007591","0","0200007591","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room","82-C"
"200007592","0","0200007592","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","signs of past seepage","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room","14-B"
"200007593","0","0200007593","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room",""
"200007594","0","0200007594","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Off-site Storage",""
"200007595","0","0200007595","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room","57-F"
"200007596","0","0200007596","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room","60-B"
"200007598","0","0200007598","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room",""
"200007599","0","0200007599","W824364_750ml","114.88","750ml","824364","Red","2008","Domaine Marquis d'Angerville Volnay 1er Cru Champans","Domaine Marquis d'Angerville","Pinot Noir","Unknown","Champans","France","Burgundy","Côte de Beaune","Volnay 1er Cru","","Acker Merrall","6/7/2024","OrderId:100002724","Cellar Room",""
"200007601","0","0200007601","W442498_750ml","338.90","750ml","442498","Red","2004","Bruno Giacosa Barolo Falletto di Serralunga d'Alba","Bruno Giacosa","Nebbiolo","Unknown","Falletto di Serralunga d'Alba","Italy","Piedmont","Langhe","Barolo","","Wally's","6/2/2024","OrderId:100002725","Cellar Room",""
"200007602","0","0200007602","W442498_750ml","338.90","750ml","442498","Red","2004","Bruno Giacosa Barolo Falletto di Serralunga d'Alba","Bruno Giacosa","Nebbiolo","Unknown","Falletto di Serralunga d'Alba","Italy","Piedmont","Langhe","Barolo","","Wally's","6/2/2024","OrderId:100002725","Cellar Room","62-F"
"200007603","0","0200007603","W442498_750ml","338.90","750ml","442498","Red","2004","Bruno Giacosa Barolo Falletto di Serralunga d'Alba","Bruno Giacosa","Nebbiolo","Unknown","Falletto di Serralunga d'Alba","Italy","Piedmont","Langhe","Barolo","","Wally's","6/2/2024","OrderId:100002725","Off-site Storage",""
