"iConsumed","iWine","Type","Consumed","ConsumedYear","ConsumedMonth","ConsumedDay","Size","ShortType","Currency","Value","Price","Revenue","RevenueCurrency","ConsumptionNote","PurchaseNote","BottleNote","Location","Bin","Vintage","Wine","Locale","Color","Category","Varietal","MasterVarietal","Designation","Vineyard","Country","Region","SubRegion","Appellation"
"50002949","3152221","Red","10/2/2022","2022","10","2","750ml","Drank from my cellar","USD","9.20","9.20","0","USD","","OrderId:100001710","","Cellar Room","92-C","2016","Château de Panigon","France, Bordeaux, Médoc","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Médoc"
"50002950","4411367","Red","10/21/2021","2021","10","21","750ml","Drank from my cellar","USD","233.45","233.45","0","USD","","OrderId:100001715","","Cellar Room","","2017","Clos Rougeard (Foucault) Saumur-Champigny Les Poyeux","France, Loire Valley, Anjou-Saumur, Saumur-Champigny","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Les Poyeux","France","Loire Valley","Anjou-Saumur","Saumur-Champigny"
"50002951","4411367","Red","3/15/2022","2022","3","15","750ml","Drank from my cellar","USD","233.45","233.45","0","USD","","OrderId:100001715","","Cellar Room","73-B","2017","Clos Rougeard (Foucault) Saumur-Champigny Les Poyeux","France, Loire Valley, Anjou-Saumur, Saumur-Champigny","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Les Poyeux","France","Loire Valley","Anjou-Saumur","Saumur-Champigny"
"50002952","4411367","Red","12/1/2020","2020","12","1","750ml","Drank from my cellar","USD","233.45","233.45","0","USD","","OrderId:100001715","","Off-site Storage","27-F","2017","Clos Rougeard (Foucault) Saumur-Champigny Les Poyeux","France, Loire Valley, Anjou-Saumur, Saumur-Champigny","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Les Poyeux","France","Loire Valley","Anjou-Saumur","Saumur-Champigny"
"50002953","4411367","Red","4/26/2025","2025","4","26","750ml","Drank from my cellar","USD","233.45","233.45","0","USD","","OrderId:100001715","","Cellar Room","68-B","2017","Clos Rougeard (Foucault) Saumur-Champigny Les Poyeux","France, Loire Valley, Anjou-Saumur, Saumur-Champigny","Red","Dry","Cabernet Franc","Cabernet Franc","Unknown","Les Poyeux","France","Loire Valley","Anjou-Saumur","Saumur-Champigny"
"50002954","5050215","White - Sparkling","6/4/2023","2023","6","4","750ml","Drank from my cellar","USD","231.41","231.41","0","USD","paella with Ellen","OrderId:100001716","","Cellar Room","10-D","2020","Roses de Jeanne / Cédric Bouchard Champagne UR/R20","France, Champagne","White","Sparkling","Pinot Noir","Pinot Noir","UR/R20","Unknown","France","Champagne","Unknown","Champagne"
"50002955","205691","White - Sparkling","6/19/2022","2022","6","19","750ml","Drank from my cellar","USD","47.68","47.68","0","USD","","OrderId:100001719","","Kitchen Cooler","84-E","1001","Bollinger Champagne Special Cuvée Brut","France, Champagne","White","Sparkling","Champagne Blend","Champagne Blend","Special Cuvée Brut","Unknown","France","Champagne","Unknown","Champagne"
"50002956","2659331","Red","7/15/2024","2024","7","15","750ml","Missing","USD","47.67","47.67","0","USD","Inventory audit — bottle not found.","OrderId:100001720","","Cellar Room","14-E","2015","Simon Bize Savigny-lès-Beaune 1er Cru Les Fournaux","France, Burgundy, Côte de Beaune, Savigny-lès-Beaune 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Fournaux","France","Burgundy","Côte de Beaune","Savigny-lès-Beaune 1er Cru"
"50002957","2894457","Red","3/22/2023","2023","3","22","1.5L","Drank from my cellar","USD","218.40","218.40","0","USD","","OrderId:100001721","","Cellar Room","51-D","2014","Vietti Barolo Lazzarito","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Lazzarito","Italy","Piedmont","Langhe","Barolo"
"50002958","1773313","Red","10/28/2024","2024","10","28","750ml","Drank from my cellar","USD","170.34","170.34","0","USD","","OrderId:100001722","","Kitchen Cooler","13-D","2012","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50002959","1773313","Red","7/1/2022","2022","7","1","750ml","Drank from my cellar","USD","170.34","170.34","0","USD","","OrderId:100001722","","Kitchen Cooler","88-C","2012","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50002960","3387065","Red","3/20/2022","2022","3","20","750ml","Drank from my cellar","USD","57.06","57.06","0","USD","","OrderId:100001723","","Cellar Room","75-A","2017","Cameron Pinot Noir Abbey Ridge","USA, Oregon, Willamette Valley, Dundee Hills","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Abbey Ridge","USA","Oregon","Willamette Valley","Dundee Hills"
"50002961","1745791","Red","7/1/2024","2024","7","1","750ml","Drank from my cellar","USD","39.01","39.01","0","USD","weeknight pasta with Ellen","OrderId:100001724","","Off-site Storage","60-E","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50002962","1745791","Red","7/23/2021","2021","7","23","750ml","Drank from my cellar","USD","45.21","45.21","0","USD","","OrderId:100001725","","Cellar Room","41-A","2009","Williams Selyem Pinot Noir Rochioli Riverblock Vineyard","USA, California, Sonoma County, Russian River Valley","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Rochioli Riverblock Vineyard","USA","California","Sonoma County","Russian River Valley"
"50002963","4215292","Red","7/15/2022","2022","7","15","750ml","Drank from my cellar","USD","432.00","432.00","0","USD","","OrderId:100001726","","Cellar Room","29-F","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru"
"50002964","1508099","Red","12/9/2024","2024","12","9","750ml","Drank from my cellar","USD","360.84","360.84","0","USD","","OrderId:100001727","top-shoulder fill","Off-site Storage","96-D","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50002965","1775286","Red","4/15/2021","2021","4","15","750ml","Drank from my cellar","USD","60.09","60.09","0","USD","","OrderId:100001728","","Cellar Room","60-C","2012","Domaine Robert Arnoux / Arnoux-Lachaux Nuits-Saint-Georges 1er Cru Les Procès","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Procès","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru"
"50002966","4430210","Red","5/1/2023","2023","5","1","750ml","Drank from my cellar","USD","63.90","63.90","0","USD","","OrderId:100001729","","Cellar Room","02-A","2020","Vietti Langhe Nebbiolo Perbacco","Italy, Piedmont, Langhe, Langhe DOC","Red","Dry","Nebbiolo","Nebbiolo","Perbacco","Unknown","Italy","Piedmont","Langhe","Langhe DOC"
"50002967","3635886","White - Sparkling","10/25/2025","2025","10","25","750ml","Drank from my cellar","USD","84.76","84.76","0","USD","slow-cooked short ribs with Ellen and the Hartwells","OrderId:100001730","","Off-site Storage","71-D","2018","Déhu Père & Fils Champagne Cuvée La Rue des Noyers Extra Brut","France, Champagne","White","Sparkling","Pinot Meunier","Pinot Meunier","Cuvée La Rue des Noyers Extra Brut","Unknown","France","Champagne","Unknown","Champagne"
"50002968","3748580","Red","3/9/2021","2021","3","9","750ml","Drank from my cellar","USD","45.40","45.40","0","USD","","OrderId:100001731","slightly depressed cork","Kitchen Cooler","75-C","2017","Nervi-Conterno Gattinara","Italy, Piedmont, Northern Piedmont, Gattinara","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara"
"50002969","206267","Red","5/27/2021","2021","5","27","750ml","Drank from my cellar","USD","566.86","566.86","0","USD","Piedmont Riserva tasting — January 2021","OrderId:100001734","","Kitchen Cooler","","2004","Bruno Giacosa Barbaresco Riserva Asili","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Riserva","Asili","Italy","Piedmont","Langhe","Barbaresco"
"50002970","206267","Red","4/15/2024","2024","4","15","750ml","Drank from my cellar","USD","566.86","566.86","0","USD","Piedmont Riserva tasting — April 2024","OrderId:100001734","","Cellar Room","27-A","2004","Bruno Giacosa Barbaresco Riserva Asili","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Riserva","Asili","Italy","Piedmont","Langhe","Barbaresco"
"50002971","3226619","Red","1/22/2023","2023","1","22","750ml","Drank from my cellar","USD","171.92","171.92","0","USD","","OrderId:100001738","","Cellar Room","39-F","2017","Domaine Denis Bachelet Gevrey-Chambertin Les Evocelles Vieilles Vignes","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Vieilles Vignes","Les Evocelles","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50002972","3851326","Red","12/26/2020","2020","12","26","750ml","Drank from my cellar","USD","63.82","63.82","0","USD","","OrderId:100001740","","Kitchen Cooler","64-F","2019","Domaine Georges Mugneret-Gibourg Nuits-Saint-Georges 1er Cru Les Chaignots","France, Burgundy, Côte de Nuits, Nuits-Saint-Georges 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Les Chaignots","France","Burgundy","Côte de Nuits","Nuits-Saint-Georges 1er Cru"
"50002973","528214","Red","12/16/2021","2021","12","16","750ml","Drank from my cellar","USD","51.66","51.66","0","USD","","OrderId:100001742","","Off-site Storage","66-F","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50002974","528214","Red","11/6/2022","2022","11","6","750ml","Drank from my cellar","USD","51.66","51.66","0","USD","","OrderId:100001742","","Off-site Storage","37-A","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50002975","528214","Red","8/4/2024","2024","8","4","750ml","Drank from my cellar","USD","51.66","51.66","0","USD","","OrderId:100001742","","Cellar Room","52-B","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50002976","4127917","Red","9/24/2024","2024","9","24","750ml","Drank from my cellar","USD","82.47","82.47","0","USD","","OrderId:100001743","signs of past seepage","Off-site Storage","32-F","2019","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50002977","4127917","Red","2/27/2026","2026","2","27","750ml","Drank from my cellar","USD","82.47","82.47","0","USD","","OrderId:100001743","","Kitchen Cooler","51-E","2019","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50002978","1508099","Red","3/3/2024","2024","3","3","750ml","Drank from my cellar","USD","308.17","308.17","0","USD","","OrderId:100001744","","Kitchen Cooler","19-B","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50002979","1508099","Red","2/28/2026","2026","2","28","750ml","Missing","USD","308.17","308.17","0","USD","Inventory audit — bottle not found.","OrderId:100001744","","Cellar Room","62-C","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50002980","1508099","Red","9/1/2021","2021","9","1","750ml","Missing","USD","308.17","308.17","0","USD","Inventory audit — bottle not found.","OrderId:100001744","slightly depressed cork","Off-site Storage","63-C","1976","Ridge Cabernet-Merlot Monte Bello","USA, California, Santa Cruz Mountains","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Cabernet-Merlot","Monte Bello","USA","California","Santa Cruz Mountains","Santa Cruz Mountains"
"50002981","4724330","Red","4/10/2025","2025","4","10","750ml","Drank from my cellar","USD","63.82","63.82","0","USD","","OrderId:100001746","","Cellar Room","53-E","2020","Poderi Aldo Conterno Langhe Nebbiolo Il Favot","Italy, Piedmont, Langhe, Langhe DOC","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Il Favot","Italy","Piedmont","Langhe","Langhe DOC"
"50002982","4215292","Red","7/25/2024","2024","7","25","750ml","Drank from my cellar","USD","467.50","467.50","0","USD","","OrderId:100001748","","Cellar Room","21-D","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru"
"50002983","4215292","Red","12/2/2020","2020","12","2","750ml","Drank from my cellar","USD","467.50","467.50","0","USD","Rousseau retrospective — July 2023","OrderId:100001748","","Cellar Room","48-A","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru"
"50002984","4281111","Red","2/28/2024","2024","2","28","750ml","Drank from my cellar","USD","149.71","149.71","0","USD","","OrderId:100001750","","Kitchen Cooler","07-E","2019","Corison Cabernet Sauvignon Kronos Vineyard","USA, California, Napa Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Kronos Vineyard","USA","California","Napa Valley","Napa Valley"
"50002985","4281111","Red","11/17/2023","2023","11","17","750ml","Drank from my cellar","USD","149.71","149.71","0","USD","","OrderId:100001750","","Off-site Storage","05-F","2019","Corison Cabernet Sauvignon Kronos Vineyard","USA, California, Napa Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Kronos Vineyard","USA","California","Napa Valley","Napa Valley"
"50002986","4281111","Red","5/21/2025","2025","5","21","750ml","Drank from my cellar","USD","149.71","149.71","0","USD","","OrderId:100001750","","Cellar Room","42-F","2019","Corison Cabernet Sauvignon Kronos Vineyard","USA, California, Napa Valley","Red","Dry","Cabernet Sauvignon","Cabernet Sauvignon","Unknown","Kronos Vineyard","USA","California","Napa Valley","Napa Valley"
"50002987","4215292","Red","5/17/2023","2023","5","17","750ml","Drank from my cellar","USD","405.63","405.63","0","USD","","OrderId:100001751","","Off-site Storage","70-E","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru"
"50002988","224317","Red","3/26/2024","2024","3","26","750ml","Drank from my cellar","USD","41.01","41.01","0","USD","","OrderId:100001752","","Cellar Room","40-B","2004","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50002989","4308337","Red","9/21/2025","2025","9","21","750ml","Gave away","USD","68.76","68.76","0","USD","Gift to Tess and David","OrderId:100001754","","Cellar Room","05-F","2019","Forey Père et Fils Vosne-Romanée Menhir","France, Burgundy, Côte de Nuits, Vosne-Romanée","Red","Dry","Pinot Noir","Pinot Noir","Menhir","Unknown","France","Burgundy","Côte de Nuits","Vosne-Romanée"
"50002990","528214","Red","2/8/2021","2021","2","8","750ml","Drank from my cellar","USD","48.88","48.88","0","USD","","OrderId:100001755","","Cellar Room","57-C","2006","Williams Selyem Pinot Noir Hirsch Vineyard","USA, California, Sonoma County, Sonoma Coast","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Hirsch Vineyard","USA","California","Sonoma County","Sonoma Coast"
"50002991","2875904","Red","8/1/2023","2023","8","1","1.5L","Drank from my cellar","USD","425.08","425.08","0","USD","","OrderId:100001756","","Cellar Room","30-B","2016","Domaine Dujac Morey-Saint-Denis","France, Burgundy, Côte de Nuits, Morey-Saint-Denis","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Morey-Saint-Denis"
"50002992","1575","Red","5/23/2022","2022","5","23","750ml","Flawed","USD","78.41","78.41","0","USD","Clearly TCA — wet cardboard, dead palate.","OrderId:100001761","","Kitchen Cooler","02-E","1995","Château Lynch-Bages","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50002993","4215292","Red","7/9/2023","2023","7","9","750ml","Drank from my cellar","USD","463.86","463.86","0","USD","Saturday roast with Ellen","OrderId:500000013","","Cellar Room","76-F","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru"
"50002994","4215292","Red","2/22/2023","2023","2","22","750ml","Drank from my cellar","USD","388.76","388.76","0","USD","","OrderId:100001767","top-shoulder fill","Off-site Storage","51-F","2020","Domaine Armand Rousseau Père et Fils Mazy-Chambertin","France, Burgundy, Côte de Nuits, Mazis-Chambertin Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Mazy-Chambertin","France","Burgundy","Côte de Nuits","Mazis-Chambertin Grand Cru"
"50002995","3405860","White - Sparkling","4/4/2022","2022","4","4","750ml","Missing","USD","85.85","85.85","0","USD","Inventory audit — bottle not found.","OrderId:100001768","","Cellar Room","","2015","Roses de Jeanne / Cédric Bouchard Champagne Millésimé Blanc de Noirs Les Ursules","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Millésimé Blanc de Noirs","Les Ursules","France","Champagne","Unknown","Champagne"
"50002996","3405860","White - Sparkling","6/3/2022","2022","6","3","750ml","Drank from my cellar","USD","85.85","85.85","0","USD","","OrderId:100001768","","Kitchen Cooler","57-E","2015","Roses de Jeanne / Cédric Bouchard Champagne Millésimé Blanc de Noirs Les Ursules","France, Champagne","Red","Dry","Pinot Noir","Pinot Noir","Millésimé Blanc de Noirs","Les Ursules","France","Champagne","Unknown","Champagne"
"50002997","3037180","Red","8/18/2024","2024","8","18","750ml","Drank from my cellar","USD","61.17","61.17","0","USD","","OrderId:100001770","","Kitchen Cooler","","2017","Domaine Fourrier Gevrey-Chambertin Vieille Vigne","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Vieille Vigne","Unknown","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50002998","4924419","Red","2/11/2021","2021","2","11","750ml","Drank from my cellar","USD","34.72","34.72","0","USD","","OrderId:100001774","","Kitchen Cooler","34-C","2020","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50002999","4924419","Red","9/25/2024","2024","9","25","750ml","Drank from my cellar","USD","34.72","34.72","0","USD","weeknight pasta with Ellen","OrderId:100001774","","Cellar Room","56-E","2020","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50003000","4924419","Red","12/19/2023","2023","12","19","750ml","Drank from my cellar","USD","34.72","34.72","0","USD","weeknight pasta with Ellen","OrderId:100001774","","Cellar Room","","2020","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50003001","3834454","Red","3/6/2024","2024","3","6","750ml","Drank from my cellar","USD","402.20","402.20","0","USD","","OrderId:100001775","","Cellar Room","39-A","2019","Domaine Armand Rousseau Père et Fils Gevrey-Chambertin Clos du Château","France, Burgundy, Côte de Nuits, Gevrey-Chambertin","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos du Château","France","Burgundy","Côte de Nuits","Gevrey-Chambertin"
"50003002","1077034","Red","7/18/2021","2021","7","18","750ml","Drank from my cellar","USD","191.28","191.28","0","USD","","OrderId:100001776","","Cellar Room","97-C","2009","Domaine Bruno Clair Gevrey-Chambertin 1er Cru Clos St. Jacques","France, Burgundy, Côte de Nuits, Gevrey-Chambertin 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos St. Jacques","France","Burgundy","Côte de Nuits","Gevrey-Chambertin 1er Cru"
"50003003","4924419","Red","12/20/2021","2021","12","20","750ml","Drank from my cellar","USD","39.53","39.53","0","USD","","OrderId:100001778","","Off-site Storage","","2020","Vietti Barolo Castiglione","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Castiglione","Italy","Piedmont","Langhe","Barolo"
"50003004","3362010","Red","6/13/2021","2021","6","13","750ml","Drank from my cellar","USD","88.28","88.28","0","USD","","OrderId:100001783","","Kitchen Cooler","19-E","2017","Bartolo Mascarello Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC"
"50003005","3362010","Red","2/13/2025","2025","2","13","750ml","Drank from my cellar","USD","88.28","88.28","0","USD","","OrderId:100001783","","Cellar Room","23-A","2017","Bartolo Mascarello Langhe Nebbiolo","Italy, Piedmont, Langhe, Langhe DOC","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Langhe","Langhe DOC"
"50003006","5256120","White - Sparkling","9/19/2021","2021","9","19","750ml","Drank from my cellar","USD","124.63","124.63","0","USD","","OrderId:100001786","","Cellar Room","94-C","2019","Bérêche et Fils Champagne Grand Cru Ambonnay","France, Champagne, Champagne Grand Cru","White","Sparkling","Pinot Noir","Pinot Noir","Unknown","Ambonnay","France","Champagne","Unknown","Champagne Grand Cru"
"50003007","4022432","White","5/25/2024","2024","5","25","750ml","Drank from my cellar","USD","14.89","14.89","0","USD","","OrderId:100001787","","Kitchen Cooler","69-F","2019","Hubert Lignier Bourgogne-Aligoté","France, Burgundy, Bourgogne-Aligoté","White","Dry","Aligoté","Aligoté","Unknown","Unknown","France","Burgundy","Unknown","Bourgogne-Aligoté"
"50003008","3834586","Red","4/24/2025","2025","4","24","1.5L","Drank from my cellar","USD","529.77","529.77","0","USD","grilled salmon with Ellen","OrderId:500000013","","Cellar Room","89-B","2019","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru"
"50003009","2809693","Red","7/13/2024","2024","7","13","750ml","Drank from my cellar","USD","19.14","19.14","0","USD","","OrderId:100001791","","Kitchen Cooler","93-D","2015","Château Brane-Cantenac Margaux de Brane","France, Bordeaux, Médoc, Margaux","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Margaux de Brane","Unknown","France","Bordeaux","Médoc","Margaux"
"50003010","5274042","Red","11/17/2023","2023","11","17","1.5L","Drank from my cellar","USD","163.56","163.56","0","USD","","OrderId:500000014","","Cellar Room","95-B","2021","Vietti Barbaresco Roncaglie","Italy, Piedmont, Langhe, Barbaresco","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Roncaglie","Italy","Piedmont","Langhe","Barbaresco"
"50003011","1049921","Red","1/16/2023","2023","1","16","750ml","Missing","USD","140.96","140.96","0","USD","Inventory audit — bottle not found.","OrderId:100001795","","Kitchen Cooler","20-C","2009","Domaine des Lambrays Clos des Lambrays","France, Burgundy, Côte de Nuits, Clos des Lambrays Grand Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Unknown","France","Burgundy","Côte de Nuits","Clos des Lambrays Grand Cru"
"50003012","2583077","Red","6/13/2023","2023","6","13","750ml","Drank from my cellar","USD","81.13","81.13","0","USD","","OrderId:100001797","","Cellar Room","17-E","2013","Gabbas Cannonau di Sardegna Classico Dule","Italy, Sardinia, Cannonau di Sardegna","Red","Dry","Cannonau","Grenache","Classico Dule","Unknown","Italy","Sardinia","Unknown","Cannonau di Sardegna"
"50003013","3051601","Red","12/16/2021","2021","12","16","750ml","Drank from my cellar","USD","119.53","119.53","0","USD","","OrderId:500000014","","Cellar Room","","2017","Domaine Marquis d'Angerville Volnay 1er Cru Clos des Ducs","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos des Ducs","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"50003014","3051601","Red","1/26/2026","2026","1","26","750ml","Drank from my cellar","USD","119.53","119.53","0","USD","","OrderId:500000014","","Cellar Room","81-F","2017","Domaine Marquis d'Angerville Volnay 1er Cru Clos des Ducs","France, Burgundy, Côte de Beaune, Volnay 1er Cru","Red","Dry","Pinot Noir","Pinot Noir","Unknown","Clos des Ducs","France","Burgundy","Côte de Beaune","Volnay 1er Cru"
"50003015","1372","Red","3/7/2023","2023","3","7","750ml","Drank from my cellar","USD","181.57","181.57","0","USD","","OrderId:100001803","bin-soiled label","Cellar Room","88-F","1989","Château Pichon Longueville Comtesse de Lalande","France, Bordeaux, Médoc, Pauillac","Red","Dry","Red Bordeaux Blend","Red Bordeaux Blend","Unknown","Unknown","France","Bordeaux","Médoc","Pauillac"
"50003016","2894457","Red","10/9/2021","2021","10","9","750ml","Drank from my cellar","USD","113.82","113.82","0","USD","","OrderId:100001804","","Off-site Storage","38-B","2014","Vietti Barolo Lazzarito","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Lazzarito","Italy","Piedmont","Langhe","Barolo"
"50003017","4499079","Red","5/8/2021","2021","5","8","750ml","Drank from my cellar","USD","78.86","78.86","0","USD","","OrderId:100001806","slightly depressed cork","Kitchen Cooler","","2020","Giulia Negri Barolo Serradenari","Italy, Piedmont, Langhe, Barolo","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Serradenari","Italy","Piedmont","Langhe","Barolo"
"50003018","4247989","Red","12/8/2021","2021","12","8","750ml","Missing","USD","40.77","40.77","0","USD","Inventory audit — bottle not found.","OrderId:100001807","","Kitchen Cooler","25-E","2019","Nervi-Conterno Gattinara","Italy, Piedmont, Northern Piedmont, Gattinara","Red","Dry","Nebbiolo","Nebbiolo","Unknown","Unknown","Italy","Piedmont","Northern Piedmont","Gattinara"
